latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
43.03408,-4.89362,306.32,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,293.68,10.25,N
43.03432,-4.85202,309.26,0.64,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,290.51,5.34,N
43.03442,-4.87242,301.73,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,290.75,13.66,N
43.03497,-4.85185,310.05,0.64,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,290.36,5.12,N
43.03603,-4.92276,346.03,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,291.47,33.11,N
43.03604,-4.90095,321.08,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,299.64,5.87,N
43.03622,-4.87962,325.66,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,292.84,20.15,N
43.03657,-4.90122,322.7,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,300.2,20.73,N
43.03661,-4.85889,302.78,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,290.38,5.34,N
43.03665,-4.92366,367,0.63,0.72,2025-08-16,328,N21,VIIRS,h,2.0NRT,292.2,43.44,N
43.03675,-4.87954,338.49,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,294.49,18.44,N
43.0373,-4.85897,305.87,0.64,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,290.56,13.66,N
43.03857,-4.88667,324.75,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,295.09,16.46,N
43.03899,-4.9098,346.35,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,301.24,33.11,N
43.03916,-4.88691,319.68,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,295.37,18.44,N
43.03948,-4.91012,350.06,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,301.46,20.73,N
43.03964,-4.868,367,0.63,0.72,2025-08-16,328,N21,VIIRS,h,2.0NRT,297.11,20.15,N
43.04041,-4.8685,367,0.63,0.72,2025-08-16,328,N21,VIIRS,h,2.0NRT,299.17,13.66,N
43.0413,-4.89485,321.67,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,299.27,16.46,N
43.04167,-4.91786,348.78,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,323.29,33.11,N
43.04182,-4.89503,324.08,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,300.04,20.23,N
43.04211,-4.91816,367,0.63,0.72,2025-08-16,328,N21,VIIRS,h,2.0NRT,321.63,43.44,N
43.0427,-4.8772,349.93,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,299.27,20.15,N
43.04277,-4.85547,305.68,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,290.79,9.23,N
43.04338,-4.87759,342.63,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,299.41,18.44,N
43.04383,-4.90246,335.52,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,302.23,22.75,N
43.04418,-4.92537,314.28,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,291.49,62.79,N
43.0443,-4.90261,336.98,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,302.31,20.23,N
43.04457,-4.92568,305.27,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,290.56,43.44,N
43.04499,-4.88406,367,0.63,0.72,2025-08-16,328,N21,VIIRS,h,2.0NRT,305.21,16.46,N
43.04515,-4.81881,316.25,0.64,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,291.41,11.2,N
43.04557,-4.88429,367,0.63,0.72,2025-08-16,328,N21,VIIRS,h,2.0NRT,305.35,18.44,N
43.04637,-4.86633,350.31,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,295.57,33.23,N
43.04697,-4.91192,367,0.63,0.72,2025-08-16,328,N21,VIIRS,h,2.0NRT,302.61,22.75,N
43.04724,-4.89082,327.93,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,295.87,16.46,N
43.04744,-4.91223,367,0.63,0.72,2025-08-16,328,N21,VIIRS,h,2.0NRT,300.87,26.79,N
43.0478,-4.8911,326.85,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,296.25,20.23,N
43.04865,-4.82932,299.96,0.64,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,288.82,6.27,N
43.04894,-4.85211,338.83,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,293.59,9.23,N
43.04913,-4.87463,349.67,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,299.72,33.23,N
43.04927,-4.91879,301.56,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,290.61,19.27,N
43.0497,-4.89822,367,0.63,0.72,2025-08-16,328,N21,VIIRS,h,2.0NRT,305.29,22.75,N
43.05022,-4.89852,367,0.63,0.72,2025-08-16,328,N21,VIIRS,h,2.0NRT,306.22,20.23,N
43.05056,-4.81309,367,0.64,0.72,2025-08-16,328,N21,VIIRS,h,2.0NRT,295.54,11.2,N
43.05114,-4.8368,307.39,0.64,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,289.97,6.27,N
43.05136,-4.88133,367,0.63,0.72,2025-08-16,328,N21,VIIRS,h,2.0NRT,303.13,43.72,N
43.05177,-4.86062,312.6,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,289.95,33.23,N
43.05235,-4.81846,324.45,0.64,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,292.42,11.2,N
43.05238,-4.90626,339.62,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,297.25,22.75,N
43.05288,-4.90667,332,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,295.35,26.79,N
43.05347,-4.8438,343.07,0.64,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,294.33,12.77,N
43.05371,-4.8884,305.79,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,291.44,43.72,N
43.05495,-4.82632,327.22,0.64,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,291.97,6.27,N
43.05535,-4.84945,311.1,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,289.4,12.77,N
43.05618,-4.89582,308.51,0.63,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,291.26,4.73,N
43.05848,-4.83697,302.98,0.64,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,289.47,6.27,N
43.05941,-4.81776,301.73,0.64,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,289.12,2.61,N
43.06041,-4.84277,367,0.64,0.72,2025-08-16,328,N21,VIIRS,h,2.0NRT,298.14,12.77,N
43.06334,-4.82967,305.53,0.64,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,288.86,9.76,N
43.0656,-4.83648,345.31,0.64,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,295.39,9.76,N
43.06726,-4.84146,324.39,0.64,0.72,2025-08-16,328,N21,VIIRS,n,2.0NRT,291.25,13.66,N
42.97642,-4.83122,347.27,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,306.18,2.02,D
42.98292,-4.83311,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,336.75,343.43,D
42.98363,-4.82848,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,336.05,178.37,D
42.98436,-4.82385,349.89,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,303.22,178.37,D
42.98545,-4.83867,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,332.21,328.87,D
42.98617,-4.83405,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,370.18,328.87,D
42.98689,-4.82943,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,365.96,247.73,D
42.98761,-4.8248,347.32,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,318.42,247.73,D
42.98942,-4.83499,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,341.28,328.87,D
42.99014,-4.83036,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,332.44,247.73,D
42.99086,-4.82573,352.17,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,302.25,247.73,D
42.99118,-4.8016,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,325.51,0,D
42.99124,-4.8452,347.55,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,316.53,7.3,D
42.99189,-4.79697,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,343.68,0,D
42.99261,-4.79234,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,348.5,200.71,D
42.99268,-4.83594,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,363.74,91.08,D
42.99339,-4.8313,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,327.87,10.02,D
42.99378,-4.85078,349.39,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,323.97,7.3,D
42.99411,-4.82667,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,320.15,10.02,D
42.99443,-4.80254,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,373.1,0,D
42.9945,-4.84615,355.55,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,335.45,7.3,D
42.99508,-4.86886,350.05,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,318.86,12.79,D
42.99515,-4.79791,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,372.94,0,D
42.99521,-4.84151,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,325.45,91.08,D
42.9958,-4.86423,350.06,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,324.92,12.79,D
42.99586,-4.79327,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,356.11,200.71,D
42.99593,-4.83688,354.28,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,326.6,91.08,D
42.99652,-4.85959,351.42,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,326.22,10.49,D
42.99664,-4.83224,353.55,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,326.63,10.02,D
42.99691,-4.87906,355.58,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,318.55,8.76,D
42.99724,-4.85496,355.36,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,332.64,10.49,D
42.99736,-4.8276,352.82,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,316.22,10.02,D
42.99762,-4.87442,348.45,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,319.36,8.76,D
42.99768,-4.80348,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,352.34,61.29,D
42.99797,-4.85032,351.83,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,327.9,7.48,D
42.99834,-4.86979,352.08,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,329.18,12.79,D
42.9984,-4.79884,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,343.22,61.29,D
42.9987,-4.84568,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,325.06,7.48,D
42.99911,-4.79421,344.62,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,301.3,9.1,D
43.00016,-4.87999,354.63,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,317.24,27.02,D
43.00093,-4.80442,352.41,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,314.71,61.29,D
43.00165,-4.79978,353.35,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,307.98,61.29,D
43.00341,-4.88093,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,331.5,27.02,D
43.00593,-4.88652,352.65,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,320.31,18.95,D
43.00666,-4.88187,350.35,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,320.71,10.76,D
43.01388,-4.87912,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,349.52,151.55,D
43.0157,-4.88932,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,337.95,132.99,D
43.01642,-4.88468,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,356.89,151.55,D
43.01896,-4.89024,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,344.46,171.23,D
43.02149,-4.89582,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,328.01,171.23,D
43.02221,-4.89117,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,362.08,171.23,D
43.02547,-4.8921,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,350.74,65.7,D
43.02801,-4.89767,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,329.89,65.7,D
43.02873,-4.89303,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,333.22,65.7,D
43.03054,-4.90324,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,340.57,83.04,D
43.03307,-4.90881,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,350.79,83.04,D
43.03379,-4.90417,350.53,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,327.95,83.04,D
43.03561,-4.91436,351.12,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,327.42,38.66,D
43.03633,-4.90973,353.76,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,326.49,19.72,D
43.03814,-4.91992,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,330.26,38.66,D
43.03886,-4.9153,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,333.68,38.66,D
43.03996,-4.93011,355.1,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,323.39,11.76,D
43.04139,-4.92087,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,326.13,72.81,D
43.04249,-4.93569,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,325.2,89.92,D
43.04308,-4.80036,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,358.62,346.33,D
43.04321,-4.93106,354.42,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,319.33,11.76,D
43.04379,-4.79573,353.13,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,312.23,148.27,D
43.04392,-4.92644,355.66,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,321.01,11.76,D
43.04489,-4.81056,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,328.41,56.52,D
43.04561,-4.80593,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,349.58,362.03,D
43.04574,-4.93664,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,331.38,47.51,D
43.04632,-4.8013,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,364.46,362.03,D
43.04646,-4.93201,354.32,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,320.82,13.93,D
43.04704,-4.79666,353.17,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,313.24,254.28,D
43.04717,-4.92739,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,325.24,13.93,D
43.04814,-4.8115,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,325.35,56.52,D
43.04826,-4.94223,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,342.75,47.51,D
43.04861,-4.91814,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,320.36,80.73,D
43.04885,-4.80687,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,351.43,362.03,D
43.04898,-4.9376,354.62,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,320.07,47.51,D
43.04933,-4.9135,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,319.95,17.63,D
43.0497,-4.93297,352.47,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,326.07,13.93,D
43.05042,-4.92835,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,323.55,13.93,D
43.05111,-4.88013,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,317.32,28.34,D
43.05143,-4.85605,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,356.71,92.5,D
43.05151,-4.94319,317.32,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,324.41,44.46,D
43.05183,-4.8755,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,316.9,15.47,D
43.05215,-4.85141,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,312.18,92.5,D
43.05223,-4.93856,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,319.8,44.46,D
43.05249,-4.82729,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,340.31,73.6,D
43.05254,-4.87087,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,310.7,15.47,D
43.05258,-4.91445,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,325.35,17.63,D
43.05287,-4.84677,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,304.95,40.55,D
43.05292,-4.89034,355.43,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,311.82,31.29,D
43.0532,-4.82266,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,341.07,73.6,D
43.05326,-4.86624,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,311.08,49.28,D
43.05363,-4.88571,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,337.87,249.26,D
43.05367,-4.92931,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,329.47,220.74,D
43.05401,-4.90519,355.24,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,318.35,28.39,D
43.05436,-4.88107,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,358.09,249.26,D
43.05469,-4.85698,352.88,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,333.34,92.5,D
43.05474,-4.90055,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,328.44,28.39,D
43.05507,-4.87644,352.01,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,328.89,0,D
43.05574,-4.82822,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,337.25,61.69,D
43.05579,-4.87181,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,321.72,0,D
43.05582,-4.9154,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,310.29,51.5,D
43.05613,-4.8477,352.04,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,331.5,40.55,D
43.05617,-4.89128,355.47,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,305.57,31.29,D
43.05655,-4.91076,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,329.94,51.5,D
43.05689,-4.88664,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,344.65,249.26,D
43.05691,-4.93026,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,355.1,220.74,D
43.05727,-4.90612,352.37,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,335.97,124.21,D
43.05761,-4.88201,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,370.47,249.26,D
43.05764,-4.92563,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,358.82,292.04,D
43.05794,-4.85792,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,345.03,206.38,D
43.05799,-4.90149,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,353.8,124.21,D
43.05833,-4.87737,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,370.59,0,D
43.05835,-4.92099,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,362.1,292.04,D
43.05865,-4.85328,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,337.22,206.38,D
43.05871,-4.89685,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,349.97,87.88,D
43.059,-4.82915,355.43,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,323.85,61.69,D
43.05905,-4.87274,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,338.43,0,D
43.05908,-4.91635,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,326.68,51.5,D
43.05938,-4.84864,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,333.68,66.06,D
43.05943,-4.89221,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,304.05,87.88,D
43.05972,-4.82451,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,344.32,61.69,D
43.05976,-4.86811,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,306.67,91.45,D
43.0598,-4.9117,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,303.6,51.5,D
43.0601,-4.84399,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,310.56,66.06,D
43.06014,-4.88757,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,337.64,270.05,D
43.06016,-4.93121,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,331,60.93,D
43.06048,-4.86348,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,351.12,91.45,D
43.06052,-4.90706,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,342.1,124.21,D
43.06086,-4.88294,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,369.67,270.05,D
43.06089,-4.92658,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,331.96,0,D
43.06119,-4.85885,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,367.48,206.38,D
43.06124,-4.90242,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,357.75,124.21,D
43.06158,-4.87831,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,370.69,0,D
43.0616,-4.92194,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,366.49,0,D
43.06191,-4.85422,354.63,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,329.77,206.38,D
43.06196,-4.89778,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,356.68,87.88,D
43.0623,-4.87368,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,329.84,0,D
43.06232,-4.9173,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,368.22,0,D
43.06268,-4.89314,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,303.16,87.88,D
43.06305,-4.91265,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,327.96,0,D
43.0634,-4.8885,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,353.93,270.05,D
43.06342,-4.93216,350.11,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,306.61,60.93,D
43.06373,-4.86442,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,363.37,0,D
43.06377,-4.908,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,304.6,176.73,D
43.06411,-4.88387,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,360.16,270.05,D
43.06414,-4.92752,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,361.95,0,D
43.06449,-4.90335,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,360.82,176.73,D
43.06485,-4.92288,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,370.58,0,D
43.06516,-4.85515,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,301.94,50.38,D
43.06521,-4.89871,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,370.27,200.88,D
43.06555,-4.87461,355.31,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,305.45,0,D
43.06557,-4.91824,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,370.7,0,D
43.06593,-4.89406,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,326.05,200.88,D
43.06627,-4.86998,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,348.05,0,D
43.0666,-4.84586,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,368.18,279.72,D
43.06665,-4.88943,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,370.27,214.34,D
43.06698,-4.86536,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,354,0,D
43.06702,-4.90894,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,302.61,176.73,D
43.06732,-4.84122,355.62,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,309.15,156.78,D
43.06737,-4.88479,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,369.23,214.34,D
43.0677,-4.86073,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,301.42,50.38,D
43.06775,-4.90428,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,351.88,176.73,D
43.06808,-4.88016,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,311.45,98.04,D
43.06811,-4.92381,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,370.23,395.09,D
43.06847,-4.89963,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,350.62,200.88,D
43.0688,-4.87554,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,332.96,98.04,D
43.06883,-4.91917,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,355.74,284.11,D
43.06913,-4.85144,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,328.41,279.72,D
